job_post_url,Company_Name,Address,City,State,Zip_Code,Phone,Fax,Contact_Person,Contact_Title,Legal_Structure,Year_Established,Business_Type,Certification_Type,Sales_Service_Area,Ownership
https://www.hawaiibids.us/hawaii-contractors/contractor-5231288-C-K-CONSTRUCTION-CORPORATION.htm,C K CONSTRUCTION CORPORATION,89815 Nanakuli Ave,Waianae,Hawaii,96792-3919,808-216-1661,808-668-1343,CLINTON K KAAWA,,Subchapter S Corporation,2007,Construction (100 %),,,"Native American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5905705-MCCLEANS-ENVIRONMENTAL.htm,MCCLEANS ENVIRONMENTAL,99-1295 Waiua Pl. Ste. 2-c,Aiea,Hawaii,96701-3293,808-216-3450,808-487-5127,MIKE MCKENZIE,GENERAL MANAGER,Corporation,2002,Service (100 %),,,Woman Owned
https://www.hawaiibids.us/hawaii-contractors/contractor-5078926-DUMORE-CONSTRUCTION-AN.htm,DUMORE CONSTRUCTION AND REMODELING INC.,95-200 Iimi Pl,Mililani,Hawaii,96789-4875,808-216-9956,808-664-5976,STEVE LEQUIRE,,Sole Proprietorship,2005,"Construction (90 %),  Service (10 %)","HUBZone Certification, ",,"Native American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5026305-ELECTRIC-TELECOM-LLC.htm,808 ELECTRIC & TELECOM LLC,861 Hoolaulea St,Hilo,Hawaii,96720-3677,808-966-7484 x223,808-966-9216,DOUGLAS OKI,,LLC,2005,Construction (100 %),"HUBZone Certification, ",,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5865675-RRL-INC.htm,"RRL, INC.",2265 Ho'one'e Place #250,Honolulu,Hawaii,96819-2261,808-845-9800,808-845-9727,LILY GALAPON,,Corporation,2003,"Construction (80 %),  Service (20 %)",,,"Asian Pacific American,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5941893-ESPRESSO-ITALIA-OF-HAWAII.htm,ESPRESSO ITALIA OF HAWAII,92-1427 Palahia Street,Kapolei,Hawaii,96707-3306,808-672-0646,808-672-0646,EDUARDO B. OLIVERIO,,Sole Proprietorship,2005,,,,"Asian Pacific American,  Service-Disabled Veteran,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5916012-KAI-HAWAII-INC.htm,"KAI HAWAII, INC.",50 S Beretania St Ste C119c,Honolulu,Hawaii,96813-2215,808-791-3990,808-533-2686,KEN K HAYASHIDA,President,Subchapter S Corporation,1995,Service (100 %),"Small Disadvantaged Business, HUBZone Certification, ",,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5930466-PACIFIC-RIM-TECHNOLOGIES.htm,PACIFIC RIM TECHNOLOGIES,5032 Kapiolani Loop,Princeville,Hawaii,96722-0000,808-826-0333,425-648-4040,PACIFIC RIM TECHNOLOGIES,Mr,Partnership,2004,,,,"Service-Disabled Veteran,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5637883-RAYMOND-S-TARASAWA.htm,RAYMOND S. TARASAWA,1255 Mookaula Street,Honolulu,Hawaii,96817-4306,808-842-7150,808-847-1184,RAYMOND S. TARASAWA,OWNER,Sole Proprietorship,1971,Service (100 %),"8(a), Small Disadvantaged Business, ",,Asian Pacific American
https://www.hawaiibids.us/hawaii-contractors/contractor-5710733-PAPERWELL.htm,PAPERWELL,1864 Hookupa St,Pearl City,Hawaii,96782-1712,808-455-6191,,PAUL SHIMABUKU,owner,Sole Proprietorship,1993,,,,Asian Pacific American
https://www.hawaiibids.us/hawaii-contractors/contractor-6000557-VENTULA-CRANE-RIGGIN.htm,"VENTULA CRANE & RIGGING, INC.","2909 Waialae Avenue, Mb 17",Honolulu,Hawaii,96826,808-782-3849,186-659-63021,RANDALL VENTULA,,Subchapter S Corporation,2010,,,,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5991543-PACIFIC-BUSINESS-PARTNER.htm,"PACIFIC BUSINESS PARTNERS, LLC",55 545 Naniloa Loop,Laie,Hawaii,96762-1239,808-783-3743,808-293-5721,VERLA K. MOORE,,LLC,2005,Service (100 %),,,"Other Minority Owned,  Veteran,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5566198-M-NAKAI-REPAIR-SERVICE.htm,M NAKAI REPAIR SERVICE,288 Mokauea St,Honolulu,Hawaii,96819-3140,808-841-7581,808-842-7012,Scott M Nakai,,,1961,"Construction (70 %),  Service (30 %)",,,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5533064-AMCO-GLASS-TINTING-COMPAN.htm,AMCO GLASS TINTING COMPANY INC.,2030 Homerule St,Honolulu,Hawaii,96819-2247,808-848-0767,808-848-0769,EDDIE LEE,,Subchapter S Corporation,1961,Service (100 %),,,Veteran
https://www.hawaiibids.us/hawaii-contractors/contractor-5372502-Specific-Video.htm,Specific Video,Po Box 470,Kailua,Hawaii,96734,808-372-8004,,GENE KOIS,,Sole Proprietorship,1981,,,,
https://www.hawaiibids.us/hawaii-contractors/contractor-6022984-DYNAMIC-ELEVATOR-SYSTEM.htm,"DYNAMIC ELEVATOR SYSTEMS, L.L.C.",91-1143 Pekau St,Ewa Beach,Hawaii,96706-5605,808-852-1885,,MICHAEL PANZO,,LLC,2010,,,,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5636650-BOW-ENGINEERING-DEVELOPMEN.htm,"BOW ENGINEERING & DEVELOPMENT, INC",1953 South Beretania St Ph-a,Honolulu,Hawaii,96826-1342,808-941-8853 x111,808-945-9299,WILLIAM H.Q. BOW,,,1997,,,,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5375044-KING-S-KUSTOM-TINTING.htm,KING'S KUSTOM TINTING,94-150 Leoleo St 7a,Waipahu,Hawaii,96797-2367,808-371-3599,808-671-1862,HENRY KING,,Corporation,2009,,,,Woman Owned
https://www.hawaiibids.us/hawaii-contractors/contractor-5214328-COPTERJOBS-LLC.htm,"COPTERJOBS, LLC",81 Door Of Faith Rd,Paia,Hawaii,96779-0001,808-269-2434,,DEBRA A. IRBY,,LLC,2007,,,,"Service-Disabled Veteran,  Veteran,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5666011-Patriot-Constructio.htm,"Patriot Construction, Inc.",500 Ala Moana Bld 7 #400,Honolulu,Hawaii,96813-4920,209-456-6154,209-982-9909,CHRISTOPHER COTTA,,Subchapter S Corporation,2012,,"8(a), Small Disadvantaged Business, HUBZone Certification, ",,"Hispanic American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Service-Disabled Veteran,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5130199-ALII-ADVANCED-LOGICA.htm,ALII ADVANCED LOGICAL INTERFACE INDUSTRIES LLC,77 Karsten Dr Apt 24e,Wahiawa,Hawaii,96786-2884,808-622-6675,808-621-8162,LAWRENCE WONG,,LLC,2006,,,,"Native American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5646568-Ynot-Austin-Inc.htm,Ynot Austin Inc,Po Box 4290,Kaneohe,Hawaii,96744-4516,808-372-6390,808-372-6390,ANTHONY T AUSTIN,,,2011,,,,"Black American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5291387-ATSOLUTIONS-INC.htm,"ATSOLUTIONS, INC.",111 Hekili St Ste A 1601,Kailua,Hawaii,96734-2800,808-888-7477 x102,808-440-0396,JACKIE BRANCH,,,2009,,,,"Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5484521-KALAMA-EVANS-CONSTRUCTIO.htm,KALAMA EVANS CONSTRUCTION LLC,113281 A Pikake St,Mountain View,Hawaii,96771-0000,808-968-1985,808-968-6170,ERMINIA TUESDAY P EVANS,,LLC,2007,,,,"Native American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Economically Disadvantaged Women-Owned Small Business,  Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-6045263-TACTICAL-ALLIANCE-CONSULTIN.htm,TACTICAL ALLIANCE CONSULTING GROUP LLC,6385 101st St,Ewa Beach,Hawaii,96706-3333,443-326-2110,443-326-2110,YABETTE R Wright,,LLC,2011,,,,"Black American,  Other Minority Owned,  Veteran,  Economically Disadvantaged Women-Owned Small Business,  Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5649453-PELE-PROPERTY-SERVICE.htm,PELE PROPERTY SERVICES LLC,76-252 Kealoha St,Kailua Kona,Hawaii,96740-2913,808-339-7038,808-339-7038,WILLIAM BOAK,,LLC,2012,,,,"Native American,  Other Minority Owned,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5268189-THESTRATEGIST-LLC.htm,"THESTRATEGIST, LLC",7092 Hawaii Kai Dr No 26,Honolulu,Hawaii,96825-3162,808-753-7223,808-753-7223,NOE Foster,,LLC,2009,,,,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Economically Disadvantaged Women-Owned Small Business,  Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5697091-CORPORATE-ENVIRONMENT.htm,"CORPORATE ENVIRONMENTS INTERNATIONAL, LLC",841 Bishop St Ste 1188,Honolulu,Hawaii,96813-3916,808-237-6001,808-237-6021,Michael S Yasui,,LLC,1998,,"8(a), Small Disadvantaged Business, HUBZone Certification, ",,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5769751-NAKOA-PEMCO-JV-THE.htm,"NAKOA-PEMCO, JV, THE",1632 S King St Ste 100,Honolulu,Hawaii,96826-2065,808-949-0414 x103,808-955-0414,JOHN H. YAMAMOTO,,Partnership,2002,,,,"Asian Pacific American,  Native American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5198396-TVG-DEFENSE-LOGISTIC.htm,TVG DEFENSE LOGISTICS SOLUTIONS,46-126 Punalei Pl,Kaneohe,Hawaii,96744-3634,808-235-2816,808-235-2816,PHILIP J. VALENTI,,Sole Proprietorship,2008,,"HUBZone Certification, ",,"Service-Disabled Veteran,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5685166-Renewable-Ocean-Energ.htm,Renewable Ocean Energy Inc,2800 Woodlawn Dr Ste 100,Honolulu,Hawaii,96822-1863,808-725-9393,888-505-2803,Richard M Navarro,,,2013,,,China; Japan; Philippines,Self-Certified Small Disadvantaged Business
https://www.hawaiibids.us/hawaii-contractors/contractor-5519029-HAWAIIAN-OPTICS-LLC.htm,HAWAIIAN OPTICS LLC,6281 Hauaala Rd,Kapaa,Hawaii,96746-2343,808-652-4364,808-821-0673,MARTHA NICE,,LLC,2006,,"HUBZone Certification, ",,"Self-Certified Small Disadvantaged Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5335126-UNIFIED-ENTERPRISES-CORP.htm,UNIFIED ENTERPRISES CORP,45-550 Koolau View Dr,Kaneohe,Hawaii,96744-5222,808-235-5923,808-247-3817,RODNEY SHIMOKO,,Corporation,1984,,,,"Asian Pacific American,  Other Minority Owned,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5351571-VINTAGE-KITTEN-LLC.htm,"VINTAGE KITTEN, LLC",2750 Malabey Ct Apt C,Kailua,Hawaii,96734-5079,808-589-6044,188-889-44641,TONNEDDA WASHINGTON,,LLC,2007,,,,"Black American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Veteran,  Economically Disadvantaged Women-Owned Small Business,  Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5756752-ACM-CONSULTANTS-INC.htm,"ACM CONSULTANTS, INC.",2073 Wells St Ste 100,Wailuku,Hawaii,96793-2228,808-242-6481,808-242-1852,Ted Yamamura,,,1997,,,,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5742605-Hawaii-Engineering-Grou.htm,"Hawaii Engineering Group, Inc.",1088 Bishop St Ste 2506,Honolulu,Hawaii,96813-3124,808-533-2092 x19,808-533-2059,Ather R Dar,President,,1993,,"8(a), Small Disadvantaged Business, ",,"Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Subcontinent Asian American"
https://www.hawaiibids.us/hawaii-contractors/contractor-5879650-HOME-BUSINESS-COMMUNICATION.htm,HOME & BUSINESS COMMUNICATION,425 Ena Rd Ste B4,Honolulu,Hawaii,96815-1700,808-941-4111,888-705-0336,BRUCE A BAUMGARTNER,,,1982,,,,Self-Certified Small Disadvantaged Business
https://www.hawaiibids.us/hawaii-contractors/contractor-5737966-BIG-ISLAND-WINDOWS-INC.htm,"BIG ISLAND WINDOWS, INC.",73-5576 Kauhola St Ste Dd,Kailua Kona,Hawaii,96740-2688,406-465-5959,808-326-1837,WILLIAM TIPTON,,,2001,,,,Woman Owned
https://www.hawaiibids.us/hawaii-contractors/contractor-5773725-NA-KAHU-MALAMA-NURSE.htm,"NA KAHU MALAMA NURSES, INC.",1357 Kapiolani Blvd Ste 850,Honolulu,Hawaii,96814-4549,808-951-0111 x4,808-941-0061,KATHLEEN N LEONG,,,1982,,,,Woman Owned
https://www.hawaiibids.us/hawaii-contractors/contractor-6041237-DT-DBS-HAWAII-JV-LLC.htm,"DT-DBS HAWAII JV, LLC",900 Fort Street Mall Ste 1700,Honolulu,Hawaii,96813-3713,808-681-7636,808-536-5530,DAVE Johnson,,LLC,2011,,"8(a) Joint Ventrure, ",,"Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5645891-COMPOSTABLE-KAUAI-LLC.htm,COMPOSTABLE KAUAI LLC,5231 Honoiki Rd,Princeville,Hawaii,96722-5100,808-631-9138,,JENNIFER SIFUENTES,,LLC,2010,,,,"Self-Certified Small Disadvantaged Business,  Economically Disadvantaged Women-Owned Small Business,  Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-6027977-OMALUHIA-HOLDINGS-LLC.htm,OMALUHIA HOLDINGS LLC,1888 Kalakaua Ave,Honolulu,Hawaii,96815-1510,808-664-3560,928-222-9879,OMALUHIA HOLDINGS LLC,,LLC,2011,"Research and Development (50 %),  Service (50 %)",,"Hong Kong; Japan; Korea, Republic of",
https://www.hawaiibids.us/hawaii-contractors/contractor-5830961-PACIFIC-G-P-S-LLC.htm,PACIFIC G P S LLC,758 Kapahulu Ave Ste 548,Honolulu,Hawaii,96816-1196,808-538-7477,,KARYN NOLAN,President,LLC,2003,,,,"Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5871410-EMCUBE-INC.htm,EMCUBE INC.,735 Iwilei Rd Ste 200,Honolulu,Hawaii,96817-5335,808-844-2320 x233,808-845-9428,MICHAEL E. RABE,,Subchapter S Corporation,1985,,,,"Asian Pacific American,  Community Development Corporation Owned Firm,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5946155-BATTERY-BILL-S-L-L-C.htm,BATTERY BILL'S L.L.C.,960 Ahua St Ste 102,Honolulu,Hawaii,96819-4419,808-833-3797,808-833-3824,WILLIAM K. Ogawa,,LLC,2002,,,,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5387621-HAWK-CONTRACTING-GROU.htm,HAWK CONTRACTING GROUP LLC,66 Queen St Unit 1801,Honolulu,Hawaii,96813-4408,970-209-6167,970-252-1487,FRANK HAWK,,LLC,2007,,"HUBZone Certification, ",,"Service-Disabled Veteran,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5645435-Kauai-Drilling-And-Shorin.htm,"Kauai Drilling And Shoring, Inc.",4247 Kapaia Rd,Lihue,Hawaii,96766-8414,808-212-6662,,Xochi F Rose,,,2011,,,,Self-Certified Small Disadvantaged Business
https://www.hawaiibids.us/hawaii-contractors/contractor-5563942-NELLA-MEDIA-GROUP-LLC.htm,"NELLA MEDIA GROUP, LLC",36 N Hotel St Ste A,Honolulu,Hawaii,96817-5113,808-783-6338,808-688-8349,GARY PAYNE,,LLC,2008,"Research and Development (5 %),  Service (95 %)",,,
https://www.hawaiibids.us/hawaii-contractors/contractor-5318289-BROADCAST-HOUSE-OF-TH.htm,"BROADCAST HOUSE OF THE PACIFIC, INC.",1734 S King St,Honolulu,Hawaii,96826-2068,808-946-2844,808-947-3531,LEONA JONA,,Corporation,1995,,,,"Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5559744-NATIVE-HAWAIIAN-HOLDIN.htm,"NATIVE HAWAIIAN HOLDING COMPANY, INC.",41-1300 Waikupanaha St,Waimanalo,Hawaii,96795-1171,808-551-5056,,DENNIS KANAHELE,,Corporation,2010,,,,"Native American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Service-Disabled Veteran,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5721684-FAMILY-FOOD-CO-INC.htm,"FAMILY FOOD CO., INC.",1043 Opakapaka St,Kapolei,Hawaii,96707-1887,808-384-8868,808-682-8008,Sharon Zambo-Fan Zambo-Fan,"Vice President, Sales & Marketing",,1987,,,,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5132571-ACCUITY-LLP.htm,ACCUITY LLP,999 Bishop St Ste 1900,Honolulu,Hawaii,96813-4427,808-531-3451,808-531-3433,Julia Okinaka,,,2006,Service (100 %),,,Asian Pacific American
https://www.hawaiibids.us/hawaii-contractors/contractor-5305750-AAA-ENTERPRISE-LLC.htm,AAA ENTERPRISE LLC,89-530 Mokiawe St,Waianae,Hawaii,96792-3840,808-682-4491,808-668-1709,KALAAU KILA,,LLC,2009,,,,"Native American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5188721-PACIFIC-BUSINESS-CONSULTING.htm,PACIFIC BUSINESS CONSULTING,44-354 Olina St #3,Kaneohe,Hawaii,96744-2659,808-782-5896,570-925-6680,ERIK JOST,,LLC,2007,,,,Veteran
https://www.hawaiibids.us/hawaii-contractors/contractor-5193876-BASE-RESEARCH-AND-DEVELOPMEN.htm,"BASE RESEARCH AND DEVELOPMENT, LLC","1164 Bishop St, Ste 600",Honolulu,Hawaii,96813-2810,808-534-1300 x232,808-534-1301,SERENA HUMAY,,Partnership,2004,Research and Development (100 %),,,
https://www.hawaiibids.us/hawaii-contractors/contractor-5136102-FONG-CLARENCE-ARCHITECT.htm,"FONG, CLARENCE ARCHITECT",7057 Hawaii Kai Dr,Honolulu,Hawaii,96825-3113,808-395-2196,775-258-1596,CLARENCE H. FONG,,Sole Proprietorship,1963,,,,
https://www.hawaiibids.us/hawaii-contractors/contractor-5211079-AUTISM-BEHAVIOR-CONSULTIN.htm,AUTISM BEHAVIOR CONSULTING GROUP,66-434 Kamehameha Ste C,Haleiwa,Hawaii,96712-1468,808-277-7736,808-748-0202,AMY WIECH,,Subchapter S Corporation,2006,,,,"Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5225575-WEST-HAWAII-TECHNICA.htm,"WEST HAWAII TECHNICAL SERVICES, LLC",78-261 Manukai St #2302,Kailua Kona,Hawaii,96740-2538,808-938-8372,,CAROL ZEE,,Sole Proprietorship,2008,,"HUBZone Certification, ",,Woman Owned
https://www.hawaiibids.us/hawaii-contractors/contractor-5360941-ENVIROSERVICES-TRAININ.htm,ENVIROSERVICES & TRAINING CENTERS LLC,505 Ward Ave Ste 202,Honolulu,Hawaii,96814-4110,808-839-7222,808-839-4455,GREGORY S. PERRY,,LLC,1994,,"HUBZone Certification, ",,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5990248-PACIFIC-WAVE-MARKETIN.htm,PACIFIC WAVE MARKETING LLC,98 1247 Kaahumanu St,Aiea,Hawaii,96701-5311,808-295-4012,808-486-4001,TERRI ICHINOSE,,LLC,2004,,,,"Asian Pacific American,  Other Minority Owned,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5322150-SHIMOKAWA-NAKAMURA-INC.htm,"SHIMOKAWA NAKAMURA, INC","1580 Makaloa St, Ste 1050",Honolulu,Hawaii,96814-3240,808-955-3373 x1,808-955-3374,COLIN SHIMOKAWA,,Corporation,1992,,,,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5824416-BIG-ISLAND-FENCING-LLC.htm,BIG ISLAND FENCING LLC,16-220 Mikahala St,Keaau,Hawaii,96749-8006,808-982-9902,808-982-9636,JON STILES,Owner,LLC,1997,Construction (100 %),,,
https://www.hawaiibids.us/hawaii-contractors/contractor-5757263-ARIEL-ENTERPRISES-INC.htm,"ARIEL ENTERPRISES, INC.",99-1405 A Koaha Pl,Aiea,Hawaii,96701-5613,808-484-2258,808-484-4458,SCOTT RABE,,Corporation,1996,,,,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5759978-OKIWEB.htm,OKIWEB,98 642 Lania Pl,Aiea,Hawaii,96701-2188,808-256-7733,,EDWARD HABAL,Owner,Sole Proprietorship,1998,,,,"Asian Pacific American,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5029542-ALL-ISLAND-SECURITY-SYSTEM.htm,ALL ISLAND SECURITY SYSTEMS INC,1528 Kamehameha Iv Rd,Honolulu,Hawaii,96819-2547,808-847-1996,808-843-1525,ROBERT C. STEVENS,,Subchapter S Corporation,1982,,,,"Asian Pacific American,  Veteran,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5756614-CAPTIVE-MARINE-ENVIRONMENTS.htm,CAPTIVE MARINE ENVIRONMENTS,247 Paiko Dr,Honolulu,Hawaii,96821-2320,808-226-3167,808-395-6947,CYRUS ROBINSON,,Sole Proprietorship,1995,,,,
https://www.hawaiibids.us/hawaii-contractors/contractor-6046844-ALOHA-COMPUTER-CONSULTIN.htm,"ALOHA COMPUTER CONSULTING AND REPAIR, LLC",66-935 Kaukonahua Rd,Waialua,Hawaii,96791-8706,808-372-2667,808-237-4558,JACOB VanHouten,,LLC,2006,,,,"Self-Certified Small Disadvantaged Business,  Economically Disadvantaged Women-Owned Small Business,  Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5660439-SUSTAINING-CONCEPTS-INC.htm,SUSTAINING CONCEPTS INC,704 Menehune Ln 4,Honolulu,Hawaii,96826-5651,808-754-7753,808-754-7753,SUSTAINING CONCEPTS INC.,,Subchapter S Corporation,2011,,,,Woman Owned
https://www.hawaiibids.us/hawaii-contractors/contractor-6017270-NO-SWEAT-AIR-CONDITIONIN.htm,"NO SWEAT AIR CONDITIONING, INC.",73-4576 Mamalahoa Hwy,Kailua Kona,Hawaii,96740-8650,808-960-7323,808-325-2598,"NO SWEAT AIR CONDITIONING, INC",,Subchapter S Corporation,2007,,"HUBZone Certification, ",,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5390182-HOONUA-LLC.htm,HOONUA LLC,35145 Kekoa Camp,Papaaloa,Hawaii,96780-0248,808-557-5228,808-962-6518,CHARLENE MATEO-MORALES,,LLC,2010,,,,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Service-Disabled Veteran,  Veteran,  Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5643562-FAN-FREDDY.htm,"FAN, FREDDY",2414 Komo Mai Dr,Pearl City,Hawaii,96782-1057,808-384-8868,808-454-1152,Sharon Zambo-Fan,,,2006,,,,"Asian Pacific American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5640652-DICK-S-FUMIGATION-SERVIC.htm,DICK'S FUMIGATION SERVICE INC,841 Alua St Ste 103,Wailuku,Hawaii,96793-1443,808-244-7496,808-244-7497,DICK T FUKUSHIMA,,Subchapter S Corporation,1945,,,,
https://www.hawaiibids.us/hawaii-contractors/contractor-5578219-P-A-Investments-Inc.htm,P & A Investments Inc,134 Wiwoole Street,Hilo,Hawaii,96720-5124,808-935-9958 x116,808-935-7915,Patrick G Aiona,,Subchapter S Corporation,1999,,,,"Asian Pacific American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5613990-GET-SOME-LLC.htm,"GET SOME, LLC",617 Pool St,Honolulu,Hawaii,96818-6261,808-691-9122,,MICHAEL ARNOLD,,LLC,2011,,,,"Veteran,  Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5568277-M-DYER-SONS-INC.htm,M DYER & SONS INC,98-054 Kuleana Rd,Pearl City,Hawaii,96782-3275,808-456-4200,808-455-3600,REBECCA Parker,,,1968,,,,Self-Certified Small Disadvantaged Business
https://www.hawaiibids.us/hawaii-contractors/contractor-5109709-LOGAN-S-BABY-CAKES.htm,LOGAN'S BABY CAKES,14-3335 Mayzee Rd,Pahoa,Hawaii,96778-0000,808-965-9254,808-965-9214,DANA K HO,,Sole Proprietorship,2004,,,,Native American
https://www.hawaiibids.us/hawaii-contractors/contractor-5191592-AGBAYANI-CONSTRUCTIO.htm,AGBAYANI CONSTRUCTION CORPORATION,94-547 Ukee Ste 108,Waipahu,Hawaii,96797-4449,808-678-1922,808-678-1924,RANDALL BELMONTE,,,1984,,"8(a), Small Disadvantaged Business, HUBZone Certification, ",,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5242174-UNISERV-CORPORATION.htm,UNISERV CORPORATION,16-643 Kipimana St Ste 11,Keaau,Hawaii,96749-8002,808-982-5800,808-982-5882,MICHAEL WILLIAMS,,Corporation,2001,,,,"Black American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5206663-Risner-Lindy-S.htm,"Risner, Lindy S",94-503 Ukee St Ste 408,Waipahu,Hawaii,96797-4466,(80-8)6-78-0,(80-8)6-71-3350,LINDY RISNER,,,1995,,,,Veteran
https://www.hawaiibids.us/hawaii-contractors/contractor-6186183-TOUR-HAWAII-INC.htm,"TOUR HAWAII, INC.","956 Pauahi Pl, #b",Kihei,Hawaii,96753-,808-699-7123,808-951-6698,,,Corporate Entity (Not Tax Exempt),,,,,
https://www.hawaiibids.us/hawaii-contractors/contractor-6191409-NK-MANAGEMENT-LLC.htm,"NK MANAGEMENT, LLC",760 Halekauwila St Ste 202,Honolulu,Hawaii,96814-5344,808-888-2773,,,,,,,,,
